              0      33512.373              0      28152.275              0      39568.907              0
              1      76203.691              0      71887.995              0      82554.785              0
              2      99110.863              0      92017.995              0      104171.49              0
              3      105926.14              0      101124.99              0         109420              0
              4       104773.1              0      102065.58              0      108179.28              0
              5      99889.819              0      98019.187              0      102514.46              0
              6      93394.188              0      92132.354              0       95073.22              0
              7      86708.646              0      85541.347              0      87927.032              0
              8      80016.419              0      79105.758              0      81081.058              0
              9      73759.529              0      73100.138              0      74613.793              0
             10      67954.989              0      67474.402              0      68542.728              0
             11       62640.67              0      62020.017              0      63096.285              0
             12      57752.194              0       57124.76              0      58178.921              0
             13      53566.697              0      52966.282              0      53983.235              0
             14      49490.186              0      48896.886              0       49846.06              0
             15      45913.828              0      45369.783              0      46249.953              0
             16       42591.24              0      42126.976              0      42903.482              0
             17      39612.586              0      39230.608              0      39879.787              0
             18      37069.903              0      36740.955              0      37311.565              0
             19      34606.336              0      34291.926              0      34826.573              0
             20      32267.384              0       31940.08              0      32472.183              0
             21      30216.748              0      29923.926              0      30447.879              0
             22      28246.368              0      27976.559              0      28516.593              0
             23      26524.933              0      26287.802              0      26811.342              0
             24      24970.021              0      24733.546              0      25245.969              0
             25      23400.749              0       23171.97              0      23683.637              0
             26      22020.568              0      21773.202              0      22295.036              0
             27      20902.122              0      20654.093              0      21192.402              0
             28      19671.726              0      19407.805              0      19971.493              0
             29      18561.709              0      18264.464              0      18850.585              0
             30       17625.49              0      17309.172              0      17915.971              0
             31      16628.701              0      16284.771              0      16921.956              0
             32      15780.113              0      15398.486              0      16072.368              0
             33      14867.997              0      14461.941              0      15171.026              0
             34      14183.802              0      13769.993              0      14489.397              0
             35      13443.918              0      13007.887              0        13751.3              0
             36      12646.464              0      12184.853              0      12965.774              0
             37      12076.052              0      11601.927              0      12395.899              0
             38      11584.771              0      11105.839              0      11899.966              0
             39      10839.047              0      10346.655              0      11173.612              0
             40      10488.073              0      10005.394              0      10828.699              0
             41      9841.2989              0      9355.5659              0      10195.073              0
             42      9362.8619              0      8883.4437              0      9718.3781              0
             43      9008.0539              0      8537.0248              0      9360.6018              0
             44       8495.933              0      8029.9753              0      8853.8434              0
             45      8088.2901              0      7632.5401              0      8444.6329              0
             46       7811.084              0      7369.7738              0      8164.1335              0
             47      7353.6072              0      6918.2507              0       7703.811              0
             48      7046.9054              0      6624.3041              0      7402.9839              0
             49      6730.3845              0      6320.1582              0      7085.9205              0
             50      6423.1891              0      6026.4155              0      6778.2422              0
             51      6124.3669              0      5742.3738              0       6483.004              0
             52      5853.0187              0      5484.6698              0      6211.9126              0
             53      5567.6069              0      5214.3931              0      5925.6599              0
             54      5341.1363              0      5001.9605              0      5694.2915              0
             55      5123.2967              0      4800.3194              0      5479.3262              0
             56      4892.4636              0      4584.0385              0      5248.0903              0
             57      4674.8158              0      4379.2263              0      5024.2773              0
             58      4485.9911              0      4204.3238              0      4832.5029              0
             59      4315.6119              0      4047.8435              0      4660.7975              0
             60      4076.1503              0      3820.6071              0       4415.805              0
             61      3942.9305              0      3699.7075              0      4274.6972              0
             62      3762.4222              0        3530.98              0      4089.6596              0
             63      3620.2732              0      3400.5205              0      3943.1068              0
             64      3472.3639              0      3263.5194              0      3791.5311              0
             65      3304.6904              0      3107.2648              0      3615.9946              0
             66      3220.7973              0      3033.3181              0      3525.7677              0
             67      3064.4634              0      2886.2651              0      3361.4594              0
             68      2931.3747              0      2763.1256              0      3220.6185              0
             69      2846.3798              0      2686.9407              0      3129.9824              0
             70      2690.5687              0      2539.9263              0      2968.1231              0
             71      2593.7175              0      2451.0319              0      2864.1747              0
             72      2496.3678              0      2361.3829              0      2757.8644              0
             73      2420.0269              0      2292.4107              0        2675.58              0
             74      2316.8194              0      2195.7107              0      2565.2795              0
             75      2221.1634              0      2106.7695              0      2462.5411              0
             76      2146.4076              0      2037.6956              0      2380.1463              0
             77      2076.5364              0      1970.7058              0      2302.6981              0
             78      1966.2062              0      1867.9412              0      2185.6552              0
             79      1923.8819              0      1824.3076              0      2136.7509              0
             80      1818.7442              0      1727.2719              0      2024.9531              0
             81      1781.4481              0      1686.8494              0      1979.6502              0
             82      1681.9085              0      1595.8052              0      1872.2382              0
             83      1637.2486              0      1551.7605              0      1821.7316              0
             84      1586.2955              0      1501.4146              0      1762.4954              0
             85      1538.7926              0      1455.3545              0      1708.1798              0
             86      1458.4347              0      1381.5645              0      1621.3541              0
             87      1421.3053              0      1343.0284              0      1578.1214              0
             88      1381.3604              0      1304.6845              0      1531.7415              0
             89      1319.5286              0      1248.1883              0      1463.2224              0
             90      1276.7939              0      1205.8671              0      1414.7969              0
             91      1215.4971              0      1150.2562              0      1347.5155              0
             92      1197.8446              0      1130.2228              0      1324.2096              0
             93      1149.4763              0      1085.2288              0      1270.2825              0
             94      1121.5163              0      1056.9121              0      1236.7222              0
             95      1042.4266              0      987.46699              0      1152.6192              0
             96      1046.9445              0      986.56311              0      1152.0059              0
             97        997.734              0      941.67095              0      1097.9875              0
             98      964.47642              0       909.6296              0      1059.9117              0
             99      937.39618              0      883.21069              0      1027.9225              0
            100      916.59423              0      862.21583              0      1002.7374              0
            101      865.26539              0      816.08797              0      947.00841              0
            102      836.06133              0      789.39563              0      913.47568              0
            103      833.76548              0      784.02346              0      907.23056              0
            104      783.33342              0      738.34741              0      852.75449              0
            105      751.51353              0      709.20393              0      817.46598              0
            106      746.74529              0      702.25498              0      808.97657              0
            107      721.30645              0      678.31084              0      780.05022              0
            108      699.83662              0      658.31154              0       755.1062              0
            109      673.11815              0      633.54375              0      725.35071              0
            110      653.77739              0      614.52847              0      702.81596              0
            111      631.06261              0      593.77812              0      677.21216              0
            112      600.88855              0      566.33925              0      644.17581              0
            113       613.9066              0       575.3275              0      660.70946              0
            114      561.88408              0      530.27834              0       600.6183              0
            115      570.08385              0      534.34564              0       613.6314              0
            116      541.18361              0      508.49418              0      582.13723              0
            117      511.04168              0      481.87948              0      546.95704              0
            118      510.12001              0      478.92813              0      548.96833              0
            119      499.39186              0       468.7786              0      537.34052              0
            120      499.39186              0       468.7786              0      537.34052              0
