#labels: ptz__-3p0__-2p75_lower[1] ptz__-3p0__-2p75_center[2] ptz__-3p0__-2p75_upper[3] tot_scale01[4] tot_scale01_Err[5] tot_scale02[6] tot_scale02_Err[7] tot_scale03[8] tot_scale03_Err[9] tot_scale04[10] tot_scale04_Err[11] tot_scale05[12] tot_scale05_Err[13] tot_scale06[14] tot_scale06_Err[15] tot_scale07[16] tot_scale07_Err[17]
#neval: 21892713746
#overflow:lower center upper 5.65815489527E+02 1.43978456077E+01 5.82912329112E+02 1.97439481330E+01 5.41951795009E+02 1.14540928277E+01 5.72774846049E+02 1.53439804835E+01 5.55956073418E+02 1.44767082466E+01 5.86804689238E+02 2.14458323605E+01 5.36675306793E+02 1.11114105566E+01 
0.00000000000E+00 5.00000000000E-01 1.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 
1.00000000000E+00 1.50000000000E+00 2.00000000000E+00 -2.59669757435E+04 5.00139417559E+04 -3.73100280677E+04 6.54616116441E+04 -1.74443501217E+04 3.94446084987E+04 -2.16009218743E+04 4.59809730495E+04 -2.93595495832E+04 5.37160133890E+04 -3.19895837011E+04 6.01132101272E+04 -2.01127884448E+04 4.22926698111E+04 
2.00000000000E+00 2.50000000000E+00 3.00000000000E+00 1.42721833575E+05 1.37788761387E+05 1.80801544961E+05 1.77817467373E+05 1.16231049501E+05 1.09923186317E+05 1.17454555134E+05 1.14014261789E+05 1.68337462687E+05 1.61372487581E+05 1.47120228079E+05 1.46082168994E+05 1.35964903168E+05 1.28051878814E+05 
3.00000000000E+00 3.50000000000E+00 4.00000000000E+00 -1.36607641325E+05 1.38316751394E+05 -1.78396231287E+05 1.78523204569E+05 -1.07455661715E+05 1.10340908982E+05 -1.13403421843E+05 1.14836746940E+05 -1.59518889936E+05 1.61596480590E+05 -1.46949361117E+05 1.47176278419E+05 -1.24841741280E+05 1.28236468221E+05 
4.00000000000E+00 4.50000000000E+00 5.00000000000E+00 7.74774821246E+03 1.43218875076E+04 8.42905057663E+03 1.98925202584E+04 7.26757968663E+03 1.06863701651E+04 7.48620994933E+03 1.33842166878E+04 7.79389624533E+03 1.50638365374E+04 8.06412601116E+03 1.85862105261E+04 7.31310834999E+03 1.12381110948E+04 
5.00000000000E+00 5.50000000000E+00 6.00000000000E+00 -6.08504527989E+02 5.17972663474E+03 -3.10953915348E+03 6.98765326419E+03 9.22191466463E+02 3.99548795150E+03 -1.61796757611E+02 4.81585520774E+03 -1.00914501076E+03 5.46357278151E+03 -2.34218168375E+03 6.48800356691E+03 6.41848341437E+02 4.21174580292E+03 
6.00000000000E+00 6.50000000000E+00 7.00000000000E+00 2.52630432114E+03 3.86559347007E+03 2.71107846668E+03 4.45528665142E+03 2.42930894043E+03 3.40842733864E+03 2.35530217310E+03 3.24668243861E+03 2.79423797759E+03 4.65888335246E+03 2.54689217637E+03 3.72796762851E+03 2.69411748488E+03 4.06134815624E+03 
7.00000000000E+00 7.50000000000E+00 8.00000000000E+00 -1.85607315417E+04 1.31628928243E+04 -1.99207637753E+04 1.40491766316E+04 -1.68283526545E+04 1.20638121342E+04 -1.68807844909E+04 1.23179372050E+04 -2.03700918863E+04 1.43090412179E+04 -1.79108199892E+04 1.31311538146E+04 -1.82838152632E+04 1.29576443845E+04 
8.00000000000E+00 8.50000000000E+00 9.00000000000E+00 9.66455154998E+03 3.89913940912E+03 1.08814132878E+04 4.69934975276E+03 8.68408546857E+03 3.35112337355E+03 8.40416044071E+03 3.34271522295E+03 1.12027851760E+04 4.73453798603E+03 9.46443824652E+03 4.18669984552E+03 1.00487621025E+04 4.12638280000E+03 
9.00000000000E+00 9.50000000000E+00 1.00000000000E+01 6.51110780446E+03 5.36804869400E+03 6.36653133214E+03 5.25141884461E+03 6.36725821808E+03 5.17970331325E+03 4.28036112847E+03 3.32486534761E+03 8.97284652014E+03 7.73523807815E+03 3.45397462032E+03 2.71397476755E+03 8.30365007473E+03 7.02943282233E+03 
1.00000000000E+01 1.05000000000E+01 1.10000000000E+01 -1.51123112398E+01 3.17494400857E+03 2.25485554354E+02 3.24529016276E+03 -7.14772948699E+01 2.98957532287E+03 5.20292752547E+02 2.62157717146E+03 -5.27795079512E+02 3.76947939530E+03 8.85404342991E+02 2.59016928857E+03 -4.84047392821E+02 3.48052436972E+03 
1.10000000000E+01 1.15000000000E+01 1.20000000000E+01 2.27821503167E+03 1.43880498887E+03 2.48211040061E+03 1.98859971022E+03 2.11193604584E+03 1.07867244156E+03 2.25448567145E+03 1.43089643800E+03 2.19384066636E+03 1.43888324556E+03 2.48916406698E+03 1.98068092804E+03 2.03000847080E+03 1.08020997894E+03 
1.20000000000E+01 1.25000000000E+01 1.30000000000E+01 -9.94942231131E+02 1.86690088634E+03 -1.43981214200E+03 2.09367450824E+03 -6.58854360328E+02 1.68819328877E+03 -1.06879491316E+03 1.89979655914E+03 -9.51175842509E+02 1.84019104673E+03 -1.55439806897E+03 2.15892540778E+03 -6.17958434308E+02 1.67826758293E+03 
1.30000000000E+01 1.35000000000E+01 1.40000000000E+01 8.52949262629E+02 1.23336314845E+03 6.23705034277E+02 1.71949286355E+03 9.82958940003E+02 9.15995453477E+02 3.43655007423E+02 1.23117926273E+03 1.40818622373E+03 1.44996337297E+03 -9.06782638151E+01 1.71312720612E+03 1.40978558422E+03 1.07500445425E+03 
1.40000000000E+01 1.45000000000E+01 1.50000000000E+01 1.44064014636E+03 1.16712610330E+03 1.95364852646E+03 1.21718842977E+03 1.13806231981E+03 1.11069406104E+03 2.02043204129E+02 1.80175717614E+03 2.67148523706E+03 9.79492392791E+02 2.50380299808E+02 2.03823559294E+03 2.04284216689E+03 8.53156069046E+02 
1.50000000000E+01 1.55000000000E+01 1.60000000000E+01 -6.53224305388E+03 3.79679399959E+03 -6.90878514947E+03 4.01500498073E+03 -5.98080536221E+03 3.51948000504E+03 -7.28022745950E+03 4.15579358997E+03 -5.79996412554E+03 3.60434904130E+03 -8.06180821896E+03 4.56121145008E+03 -5.48983162526E+03 3.37830604528E+03 
1.60000000000E+01 1.65000000000E+01 1.70000000000E+01 1.71067115908E+04 1.63243143046E+04 2.35296826903E+04 2.27635486867E+04 1.29084565530E+04 1.21205150077E+04 1.65839447566E+04 1.57173678948E+04 1.74146362966E+04 1.67375813151E+04 2.27977847726E+04 2.19179610422E+04 1.31335189496E+04 1.24279472598E+04 
1.70000000000E+01 1.75000000000E+01 1.80000000000E+01 9.30280099742E+02 4.68902579600E+02 9.94162861555E+02 6.57002805523E+02 8.82665228900E+02 3.56743603757E+02 1.49948581618E+03 4.06434689434E+02 2.95793724638E+02 1.15902829043E+03 1.79103742910E+03 5.59997499334E+02 4.37937509487E+02 8.62928464516E+02 
1.80000000000E+01 1.85000000000E+01 1.90000000000E+01 1.09492923468E+04 1.01563120966E+04 1.14257190024E+04 1.07090521655E+04 1.01971042578E+04 9.37511921579E+03 1.20507715941E+04 1.12264060992E+04 9.95541010355E+03 9.13100085699E+03 1.32299444868E+04 1.24480225475E+04 9.55169640238E+03 8.70972265734E+03 
1.90000000000E+01 1.95000000000E+01 2.00000000000E+01 3.80841752598E+03 2.55585690370E+03 4.10405485425E+03 2.52243160773E+03 3.49539426189E+03 2.46752000943E+03 -3.11828072297E+03 6.82141156951E+03 1.04028320781E+04 7.70256899490E+03 -5.50993600211E+03 9.16731087824E+03 8.40544496091E+03 5.93601456013E+03 
2.00000000000E+01 2.05000000000E+01 2.10000000000E+01 1.01628312000E+03 3.92295054335E+02 1.11932342626E+03 5.43109659599E+02 9.57961173636E+02 2.94009408881E+02 1.05717515388E+03 3.93406479136E+02 1.02040066989E+03 3.90647871179E+02 1.15546697680E+03 5.45405790684E+02 9.62213094694E+02 2.93361368455E+02 
