#ylo yhi qTlo qThi PDF0  uncertainty
-5 -4 50 51 13.4348242124941 0.008407915979550512
-5 -4 51 52 12.67132390017483 0.007972717418821417
-5 -4 52 53 11.94930546958732 0.007788935756888878
-5 -4 53 54 11.26643190347649 0.007434207373643032
-5 -4 54 55 10.62032662344508 0.007009702109678797
-5 -4 55 56 10.00875759796207 0.006692611402624724
-5 -4 56 57 9.429829767442884 0.00635855993386532
-5 -4 57 58 8.88163425784993 0.006082873669401789
-5 -4 58 59 8.362436064417642 0.005845088701559753
-5 -4 59 60 7.87063445613768 0.005589848823719891
-5 -4 60 61 7.404690939979563 0.005373850912743649
-5 -4 61 62 6.963187128290691 0.005162888118655621
-5 -4 62 63 6.544775952061705 0.004958940295012851
-5 -4 63 64 6.148187128989953 0.004764754659477915
-5 -4 64 65 5.772218115465702 0.004578213178043565
-5 -4 65 66 5.415724820869388 0.004398995876810356
-5 -4 66 67 5.077608739851637 0.004225283276834156
-5 -4 67 68 4.7567407408733 0.004055127967273065
-5 -4 68 69 4.451783616126321 0.003888315232704564
-5 -4 69 70 4.161106854665034 0.003724960765793923
-5 -4 70 71 3.881913271769471 0.001634415098252099
-5 -4 71 72 3.616776487763201 0.001564508814292292
-5 -4 72 73 3.363714069002205 0.001496297731011789
-5 -4 73 74 3.123362655505912 0.001369872727638565
-5 -4 74 75 2.893621725357304 0.001299974702287987
-5 -4 75 76 2.675116671279412 0.001248134150382327
-5 -4 76 77 2.467401871325022 0.0008152109991810072
-5 -4 77 78 2.271087983933242 0.0007736391204181569
-5 -4 78 79 2.084547683400554 0.0004662323898734168
-5 -4 79 80 1.908356279759429 0.0007602998622510697
-5 -4 80 81 1.74182032757122 0.0003311524047205482
-5 -4 81 82 1.585348941019303 0.0003356761888495056
-5 -4 82 83 1.438233222535352 0.0003718205327591255
-5 -4 83 84 1.300197321608727 0.0005020189812772547
-5 -4 84 85 1.170613463503169 0.0007964287925595939
-5 -4 85 86 1.04901820655222 0.0007805798640716415
-5 -4 86 87 0.9358584814619597 0.0007626316140771251
-5 -4 87 88 0.8304211185119581 0.0007427817689628217
-5 -4 88 89 0.732383856473553 0.0007212326301270135
-5 -4 89 90 0.6420107345527395 0.001294286582944443
-5 -4 90 91 0.5577858776326328 0.001214985738927698
-5 -4 91 92 0.4800135226636253 0.001139399049081706
-5 -4 92 93 0.4295372799204813 0.001399405434186467
-5 -4 93 94 0.3425874679262226 0.001024783075435024
-5 -4 94 95 0.2823256005143202 0.0009799140347226476
-5 -4 95 96 0.2273012215782471 0.0009411646590820283
-5 -4 96 97 0.1772244334457396 0.0009073556409823047
-5 -4 97 98 0.1325625761921332 0.001724798417769063
-5 -4 98 99 0.0914871078244226 0.001618819400261628
-5 -4 99 100 0.05453472212462396 0.001519475250133918
-4 -3.75 50 51 17.28711573898919 0.001241836943460428
-4 -3.75 51 52 16.45680236436131 0.001229387076072431
-4 -3.75 52 53 15.6672029023897 0.001606223972357261
-4 -3.75 53 54 14.9160475266135 0.001666885408315757
-4 -3.75 54 55 14.20132487353592 0.001284206734649924
-4 -3.75 55 56 13.52114392382325 0.0008843793968295421
-4 -3.75 56 57 12.87362703246757 0.000860098864559674
-4 -3.75 57 58 12.2570932079307 0.0008328184760006559
-4 -3.75 58 59 11.66993241693912 0.0008023892027757976
-4 -3.75 59 60 11.11060051165299 0.0007792917624259723
-4 -3.75 60 61 10.57767564550782 0.0007516394090322535
-4 -3.75 61 62 10.0697837003133 0.0007239805502832605
-4 -3.75 62 63 9.585629148876855 0.0007006460275899738
-4 -3.75 63 64 9.12398092563452 0.0006742637682886786
-4 -3.75 64 65 8.683651095436563 0.0006459537203799404
-4 -3.75 65 66 8.26348527926686 0.0006125907432148328
-4 -3.75 66 67 7.862582849490733 0.01275308737387664
-4 -3.75 67 68 7.479156665980017 0.0113770412270768
-4 -3.75 68 69 7.111630889658098 0.01247099812723415
-4 -3.75 69 70 6.758060059842855 0.01101925123404719
-4 -3.75 70 71 6.416594329083743 0.009669923550980205
-4 -3.75 71 72 6.086561007853616 0.008412289580314437
-4 -3.75 72 73 5.761912466800784 0.007270088874325824
-4 -3.75 73 74 5.454917288763557 0.003874125068273198
-4 -3.75 74 75 5.158867054780248 0.005882658340014311
-4 -3.75 75 76 4.876894018961169 0.004362096007726831
-4 -3.75 76 77 4.603972193983246 0.00333947101840946
-4 -3.75 77 78 4.338989440381333 0.002329431547155991
-4 -3.75 78 79 4.08455846931903 0.002824035272466332
-4 -3.75 79 80 3.839128527647514 0.002022373248159857
-4 -3.75 80 81 3.605684560117445 0.001552914004640931
-4 -3.75 81 82 3.382348668352662 0.001132283435047809
-4 -3.75 82 83 3.168935171991931 0.0009180498532367185
-4 -3.75 83 84 2.923564023434654 0.003494666276969
-4 -3.75 84 85 2.771108420031579 0.0007453586912763658
-4 -3.75 85 86 2.586287550127503 0.0007061711642581457
-4 -3.75 86 87 2.410570207441692 0.000684643592048358
-4 -3.75 87 88 2.243722874410875 0.0006723321385201784
-4 -3.75 88 89 2.085500885587088 0.0006646304757222988
-4 -3.75 89 90 1.935656489712859 0.0006586961046162594
-4 -3.75 90 91 1.793935952484372 0.0006524876153415932
-4 -3.75 91 92 1.660079873211067 0.0006439069953079399
-4 -3.75 92 93 1.53382492419269 0.0006331347262586468
-4 -3.75 93 94 1.414904678290561 0.0006203847565513972
-4 -3.75 94 95 1.30305053065547 0.0006058673133103296
-4 -3.75 95 96 1.197992683238535 0.0005897876225920675
-4 -3.75 96 97 1.099461097384298 0.0002424167909245637
-4 -3.75 97 98 1.007186314639515 0.000209042548050781
-4 -3.75 98 99 0.9209003912912357 0.000176089407725031
-4 -3.75 99 100 0.8403524617636215 0.000243278701754919
-3.75 -3.5 50 51 23.6574730855159 0.06172116805340168
-3.75 -3.5 51 52 22.58716749088839 0.06144528663099545
-3.75 -3.5 52 53 21.56758839331859 0.03484427928117591
-3.75 -3.5 53 54 20.59399473254614 0.03300687420839008
-3.75 -3.5 54 55 19.66377557265748 0.05185103392799131
-3.75 -3.5 55 56 18.77759955737344 0.04678174706616398
-3.75 -3.5 56 57 17.93176566756048 0.04246260681842789
-3.75 -3.5 57 58 17.12430167687205 0.03915123854221823
-3.75 -3.5 58 59 16.35341318793768 0.03671693994709932
-3.75 -3.5 59 60 15.61643060108523 0.03618425985849046
-3.75 -3.5 60 61 14.91354516117794 0.03341922368983023
-3.75 -3.5 61 62 14.2420448431766 0.0311037962795216
-3.75 -3.5 62 63 13.60047878091437 0.02817881571354463
-3.75 -3.5 63 64 12.9873274692814 0.02541219275832854
-3.75 -3.5 64 65 12.40115089254071 0.02329132859147909
-3.75 -3.5 65 66 11.84052921949566 0.02101828439957222
-3.75 -3.5 66 67 11.30401281559985 0.01888838672658645
-3.75 -3.5 67 68 10.78999543919707 0.01685290086313146
-3.75 -3.5 68 69 10.29624319203716 0.01494587045371758
