#ylo yhi qTlo qThi PDF0  uncertainty
-5 -4 0.1 1 7388.947873102716 1.3807450262766
-5 -4 1 2 24751.20534067652 18.15566158779984
-5 -4 2 3 17713.76332808988 6.412359296438808
-5 -4 3 4 12770.26447237642 5.264841773157968
-5 -4 4 5 9638.300808743654 9.400416658339964
-5 -4 5 6 7537.936324140224 5.326890763725714
-5 -4 6 7 5772.705106821032 3.116887316740758
-5 -4 7 8 4964.048660238705 4.728490345300997
-5 -4 8 9 4136.023888863088 3.277778743297858
-5 -4 9 10 3491.116369986031 2.25514991558066
-5 -4 10 11 2978.341922524635 1.727051200270125
-5 -4 11 12 2563.60488850173 1.536884891501813
-5 -4 12 13 2223.319300590527 1.369851885054231
-5 -4 13 14 1940.693130856153 1.229848597947466
-5 -4 14 15 1703.484818630536 1.108800428109362
-5 -4 15 16 1502.574329531202 1.000866233865963
-5 -4 16 17 1331.044348513418 0.9078061787865863
-5 -4 17 18 1183.564529915958 0.8256683888891985
-5 -4 18 19 1055.969808389196 0.7507470543473573
-5 -4 19 20 944.9605751575292 0.6846027913753687
-5 -4 20 21 847.8958153261971 0.6257687200914006
-5 -4 21 22 762.6419308260382 0.5715213527885226
-5 -4 22 23 687.455958849796 0.5220660785477094
-5 -4 23 24 620.9024761753279 0.4769987430961464
-5 -4 24 25 561.7915944078834 0.4362091513694395
-5 -4 25 26 509.1303886927701 0.3986598875876552
-5 -4 26 27 462.0841274100829 0.3639019502209635
-5 -4 27 28 419.9459058634926 0.3320497016761692
-5 -4 28 29 382.1215563160205 0.3646216485315108
-5 -4 29 30 348.0819133070922 0.2978183342620468
-5 -4 30 31 317.3953617020074 0.2513233645202604
-5 -4 31 32 289.6814815660379 0.2282286139395637
-5 -4 32 33 264.6100441850277 0.2069166306758916
-5 -4 33 34 241.8937180337614 0.1871228000460121
-5 -4 34 35 221.2821905086138 0.1688411980615854
-5 -4 35 36 202.5562689716029 0.1518464327100446
-5 -4 36 37 185.5233302035809 0.1359964551376152
-5 -4 37 38 170.0130901681237 0.1214104170228154
-5 -4 38 39 155.8748932495699 0.1080103804029875
-5 -4 39 40 142.9751152427446 0.09579176141485846
-5 -4 40 41 131.1950916536841 0.08473379040211171
-5 -4 41 42 120.4291906064392 0.07471952973526186
-5 -4 42 43 110.5830319267931 0.06557193247162729
-5 -4 43 44 101.571987560106 0.05730613151126818
-5 -4 44 45 93.32003154129079 0.04988331796495515
-5 -4 45 46 85.75892305715983 0.0431996777855943
-5 -4 46 47 78.82719001406662 0.03714721816130861
-5 -4 47 48 72.46941100126814 0.03166579205517905
-5 -4 48 49 66.63557200880584 0.02672864074618531
-5 -4 49 50 61.28044459022399 0.02228890728375177
-5 -4 50 51 56.36293875271928 0.01834267406763956
-5 -4 51 52 51.84577106483001 0.01481992337322424
-5 -4 52 53 47.69513053958438 0.01170316475063515
-5 -4 53 54 43.88026134300187 0.008972134969972956
-5 -4 54 55 40.37314721640119 0.006609780798157772
-5 -4 55 56 37.14824838828266 0.004632082159290007
-5 -4 56 57 34.18226009489459 0.00311382635717905
-5 -4 57 58 31.45395527989106 0.002946492419916069
-5 -4 58 59 28.94391071063624 0.002784367878565064
-5 -4 59 60 26.63456611679503 0.005889496991958509
-5 -4 60 61 24.50889572289148 0.002476875939581902
-5 -4 61 62 22.55267937956879 0.002334357018511923
-5 -4 62 63 20.75202707080785 0.002199776848250679
-5 -4 63 64 19.09444499286601 0.002271667733484861
-5 -4 64 65 17.56845113622547 0.002564543312271184
-5 -4 65 66 16.16351554273653 0.002806490727198963
-5 -4 66 67 14.87000449103455 0.002983514973971424
-5 -4 67 68 13.67907630247058 0.003098589405144736
-5 -4 68 69 12.58258201333338 0.003153086579414932
-5 -4 69 70 11.57300356473661 0.003158765950024289
-5 -4 70 71 10.64343916124257 0.003134455755574805
-5 -4 71 72 9.787557166309854 0.003093900871377286
-5 -4 72 73 8.999544674013368 0.00302715147764232
-5 -4 73 74 8.274048441275323 0.002926580458048278
-5 -4 74 75 7.606118923706497 0.002801727260854925
-5 -4 75 76 6.991205043996381 0.002665040288851728
-5 -4 76 77 6.425132255822335 0.002516633655581302
-5 -4 77 78 5.904066081677899 0.002352984049000639
-5 -4 78 79 5.424466051554523 0.002180251868189487
