#labels: ptz__-1p25__-1p0_lower[1] ptz__-1p25__-1p0_center[2] ptz__-1p25__-1p0_upper[3] tot_scale01[4] tot_scale01_Err[5] tot_scale02[6] tot_scale02_Err[7] tot_scale03[8] tot_scale03_Err[9] tot_scale04[10] tot_scale04_Err[11] tot_scale05[12] tot_scale05_Err[13] tot_scale06[14] tot_scale06_Err[15] tot_scale07[16] tot_scale07_Err[17]
#neval: 21136000
#overflow:lower center upper 9.56640351088E+02 1.11240347686E+01 8.78148405908E+02 1.02180119454E+01 1.04102789615E+03 1.20954835991E+01 8.66117403956E+02 1.00715026245E+01 9.69930503122E+02 1.12859194900E+01 1.06894280991E+03 1.24298067926E+01 9.31660940131E+02 1.08249324928E+01 
0.00000000000E+00 5.00000000000E-01 1.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 0.00000000000E+00 
1.00000000000E+00 1.50000000000E+00 2.00000000000E+00 3.57956914845E+04 1.77824275009E+02 3.58299677262E+04 1.77527193402E+02 3.53116031396E+04 1.76198374021E+02 3.24053753207E+04 1.60999633798E+02 3.95787931017E+04 1.96081060726E+02 4.00026791492E+04 1.98696944087E+02 3.15982403431E+04 1.57691732939E+02 
2.00000000000E+00 2.50000000000E+00 3.00000000000E+00 1.82855167450E+04 1.02949088460E+02 1.82702269198E+04 1.02604566935E+02 1.80721560054E+04 1.02164582302E+02 1.65536669851E+04 9.32135813297E+01 2.01817888588E+04 1.13322786932E+02 2.04345407747E+04 1.15025734798E+02 1.61717326230E+04 9.14406750686E+01 
3.00000000000E+00 3.50000000000E+00 4.00000000000E+00 1.16962234224E+04 7.23763877750E+01 1.16693342325E+04 7.20725222718E+01 1.15774803985E+04 7.18648059388E+01 1.05884999726E+04 6.55280665714E+01 1.28902070701E+04 7.96058818706E+01 1.30707621570E+04 8.08726491540E+01 1.03600736929E+04 6.43162493906E+01 
4.00000000000E+00 4.50000000000E+00 5.00000000000E+00 8.28089957218E+03 5.64714067115E+01 8.25081371194E+03 5.61722966631E+01 8.20801832559E+03 5.61208317391E+01 7.49661011515E+03 5.11272437521E+01 9.11405914137E+03 6.20445450608E+01 9.25410727815E+03 6.31017961922E+01 7.34488844885E+03 5.02249449596E+01 
5.00000000000E+00 5.50000000000E+00 6.00000000000E+00 6.25152555767E+03 4.66382551378E+01 6.22286502292E+03 4.63512574975E+01 6.20256091371E+03 4.63834335630E+01 5.65942305174E+03 4.22234888067E+01 6.87395598046E+03 5.11982157373E+01 6.98625846640E+03 5.21159143746E+01 5.55029885673E+03 4.15090887824E+01 
6.00000000000E+00 6.50000000000E+00 7.00000000000E+00 4.91210480074E+03 3.96351283698E+01 4.88424488267E+03 3.93640324668E+01 4.87923611004E+03 3.94394421211E+01 4.44684698392E+03 3.58827381869E+01 5.39529753702E+03 4.34810396493E+01 5.48944277818E+03 4.42911191132E+01 4.36611534866E+03 3.52942224465E+01 
7.00000000000E+00 7.50000000000E+00 8.00000000000E+00 4.09833243890E+03 3.51216112443E+01 4.06977069800E+03 3.48295109478E+01 4.07681351038E+03 3.50070023439E+01 3.71012868119E+03 3.17961341759E+01 4.49563236321E+03 3.84727550883E+01 4.58006069343E+03 3.92479810068E+01 3.64805143568E+03 3.13271941226E+01 
8.00000000000E+00 8.50000000000E+00 9.00000000000E+00 3.42984662853E+03 3.13992636222E+01 3.40356779400E+03 3.11231526862E+01 3.41421369353E+03 3.13055281360E+01 3.10502130816E+03 2.84270767452E+01 3.75964749608E+03 3.43777135233E+01 3.83290971417E+03 3.50870022931E+01 3.05520889973E+03 2.80158681984E+01 
9.00000000000E+00 9.50000000000E+00 1.00000000000E+01 2.87669031381E+03 2.80839470032E+01 2.85024307081E+03 2.77803221756E+01 2.86852714515E+03 2.80675257618E+01 2.60424800375E+03 2.54252767438E+01 3.14843740598E+03 3.06856240660E+01 3.21475399144E+03 3.13827713975E+01 2.56689481917E+03 2.51176702262E+01 
