#ylo yhi qTlo qThi PDF0  uncertainty
-5 -4 0.1 1 7488.960507656099 1.167828603271118
-5 -4 1 2 24575.09976607462 11.98821468108872
-5 -4 2 3 17323.37147573041 10.24947033458739
-5 -4 3 4 12461.32474598566 7.967108680717502
-5 -4 4 5 9394.119213448646 9.163792780071162
-5 -4 5 6 7340.841921537304 5.203485509428901
-5 -4 6 7 5892.330742412605 4.25659473741689
-5 -4 7 8 4827.632318552131 4.807600834407822
-5 -4 8 9 4019.731684137985 3.335537758020109
-5 -4 9 10 3390.698398838008 2.678780430322149
-5 -4 10 11 2890.687613156579 2.337757599894758
-5 -4 11 12 2486.384907013401 2.05850896955053
-5 -4 12 13 2154.75380463743 1.817819884888195
-5 -4 13 14 1879.397114874151 1.61591894266212
-5 -4 14 15 1648.363590620736 1.442628824973326
-5 -4 15 16 1452.75009482492 1.290031854372501
-5 -4 16 17 1285.803974932307 1.158505253124986
-5 -4 17 18 1142.322475564807 1.043166256177756
-5 -4 18 19 1018.240092010599 0.9393445536708214
-5 -4 19 20 910.3358823301995 0.8478924595837043
-5 -4 20 21 816.0320706946922 0.7668945958870381
-5 -4 21 22 733.2461781981884 0.6931574899747375
-5 -4 22 23 660.2768288380221 0.6264371212165543
-5 -4 23 24 595.7228506204856 0.566086332854411
-5 -4 24 25 538.4229036403929 0.5117510969736259
-5 -4 25 26 487.4078705392254 0.4621663302079924
-5 -4 26 27 441.8629448692134 0.41669065724858
-5 -4 27 28 401.0981411450557 0.3752977906515866
-5 -4 28 29 364.5263891279025 0.3376072663282343
-5 -4 29 30 331.6534111331494 0.3042304361510446
-5 -4 30 31 302.0352739270684 0.2718199306920042
-5 -4 31 32 275.3085346473326 0.2427986158784279
-5 -4 32 33 251.150957209194 0.2162906986561381
-5 -4 33 34 229.2822128984473 0.1920012226916867
-5 -4 34 35 209.4581200849744 0.1699213122386141
-5 -4 35 36 191.4648712553724 0.1498304383584639
-5 -4 36 37 175.1145745240935 0.1315255500804255
-5 -4 37 38 160.2411588462273 0.1150124525566696
-5 -4 38 39 146.697741125136 0.1001067420603192
-5 -4 39 40 134.3540669484885 0.08671637246948194
-5 -4 40 41 123.094482985541 0.07475517630447825
-5 -4 41 42 112.8160524519423 0.06407295540185487
-5 -4 42 43 103.4268178406143 0.05445963128200049
-5 -4 43 44 94.84435586607985 0.04589167695036167
-5 -4 44 45 86.99465278875458 0.0383004739465207
-5 -4 45 46 79.81129979626043 0.03156169281918153
-5 -4 46 47 73.23449734061187 0.02554568382511491
-5 -4 47 48 67.21034516909003 0.02018213832580784
-5 -4 48 49 61.69022018144696 0.01542316462590776
-5 -4 49 50 56.63017382877612 0.01122345126129431
-5 -4 50 51 51.99029973322044 0.007561785040650193
-5 -4 51 52 47.73441318008486 0.004359065209555979
-5 -4 52 53 43.82972096814878 0.003824141046393947
-5 -4 53 54 40.24717839622436 0.01987603402299953
-5 -4 54 55 36.95733998906995 0.003437598034572886
-5 -4 55 56 33.93777728191235 0.004318093195536221
-5 -4 56 57 31.16516858214698 0.005500790911742826
-5 -4 57 58 28.61898808962343 0.006381041827580702
-5 -4 58 59 26.28047320911286 0.007027767426514231
-5 -4 59 60 24.13244168012153 0.007502520900374066
-5 -4 60 61 22.15915671162016 0.007821037452924173
-5 -4 61 62 20.34622433106723 0.007977799899425264
-5 -4 62 63 18.68050225858955 0.007993434710325431
-5 -4 63 64 17.1499744052124 0.007947419623544505
-5 -4 64 65 15.74360553677444 0.00787898599539183
-5 -4 65 66 14.4512865291044 0.007774330949906982
-5 -4 66 67 13.2637811550669 0.007619225453442624
-5 -4 67 68 12.17262568175176 0.007417878104254427
-5 -4 68 69 11.17002544295386 0.007171010540144351
-5 -4 69 70 10.24879367021829 0.006890543487404699
-5 -4 70 71 9.402342190072105 0.006596550890778374
-5 -4 71 72 8.624636940540293 0.006302604851033067
-5 -4 72 73 7.910146017169241 0.005995243264584005
-5 -4 73 74 7.253780984064577 0.0056661391018622
-5 -4 74 75 6.650840822457042 0.005325582616645619
-5 -4 75 76 6.097009189318401 0.004986650844830187
-5 -4 76 77 5.588335014899245 0.004648966547462052
-5 -4 77 78 5.121195537538489 0.004307791093641988
-5 -4 78 79 4.692249236177664 0.003969051906824284
-5 -4 79 80 4.298412334931333 0.003640733577359612
-5 -4 80 81 3.936859554106471 0.003328123608634215
-5 -4 81 82 3.604999752532611 0.003036812467023697
-5 -4 82 83 3.300437828078611 0.002775555035282373
-5 -4 83 84 3.020968769523505 0.002543848231684631
-5 -4 84 85 2.764569573173049 0.002338845535590828
-5 -4 85 86 2.529374919056693 0.002162584298260661
-5 -4 86 87 2.313659585917315 0.002011107926153777
-5 -4 87 88 2.115833753955048 0.00187522760380654
-5 -4 88 89 1.934439961181331 0.001749519045202597
-5 -4 89 90 1.76814369210331 0.001632488441243085
-5 -4 90 91 1.615719322301106 0.00152485650651335
-5 -4 91 92 1.476036829923215 0.001425575326001072
-5 -4 92 93 1.348057221616584 0.001332694964705006
-5 -4 93 94 1.230811312543108 0.0002427217883693711
-5 -4 94 95 1.123459908766018 0.000224746307493362
-5 -4 95 96 1.025170246866745 0.000208060038184632
-5 -4 96 97 0.9351987216303596 0.0001925348095758173
-5 -4 97 98 0.8528614050080358 0.0001781041508549519
-5 -4 98 99 0.7775293291913136 0.0001646879958274727
-5 -4 99 100 0.7086237294336113 0.0001521517567160124
-4 -3.75 0.1 1 4018.977687296396 0.4588805954394957
-4 -3.75 1 2 21809.30262469339 13.55828643603309
-4 -3.75 2 3 17189.97675160306 8.943965544836828
-4 -3.75 3 4 12887.75078991698 8.048067851197629
-4 -3.75 4 5 9973.128349828035 8.84704690318722
-4 -3.75 5 6 7951.881788076962 5.133938995157223
-4 -3.75 6 7 6492.962319461877 3.192650932126526
-4 -3.75 7 8 5402.245401152469 2.417750019321829
-4 -3.75 8 9 4562.924745145746 2.855616504237332
-4 -3.75 9 10 3901.598673406564 3.106572233257339
-4 -3.75 10 11 3370.265528306163 3.230787635143315
-4 -3.75 11 12 2936.308566915322 0.5388273011999445
-4 -3.75 12 13 2577.003933386598 0.4047486918652794
-4 -3.75 13 14 2275.947877357393 0.3096444388793316
-4 -3.75 14 15 2021.090365076768 0.238890036685234
-4 -3.75 15 16 1803.357964141754 1.787482036033907
-4 -3.75 16 17 1615.982061977412 1.472166947665301
-4 -3.75 17 18 1453.532289665936 1.212908839219608
-4 -3.75 18 19 1311.814642386616 0.9995348139827911
-4 -3.75 19 20 1187.493283174055 0.8238156005550081
-4 -3.75 20 21 1077.879886519165 0.6790629477491166
-4 -3.75 21 22 980.7902916633353 0.5597902434852813
-4 -3.75 22 23 894.4379919956476 0.4615219905715549
-4 -3.75 23 24 817.3457184905916 0.3805600831524316
-4 -3.75 24 25 748.2807512015344 0.3138647731830133
-4 -3.75 25 26 686.2091246552238 0.2589263829327138
-4 -3.75 26 27 630.259943623676 0.2136766523101414
-4 -3.75 27 28 579.6948747613505 0.1764102711475743
-4 -3.75 28 29 533.882529638426 0.1457180306698547
-4 -3.75 29 30 492.2803114030272 0.1204470008379417
-4 -3.75 30 31 454.4201975528622 0.09964053794152505
-4 -3.75 31 32 419.8983485457749 0.08251007419193002
-4 -3.75 32 33 388.3635574406443 0.06840735051338243
-4 -3.75 33 34 359.5090272478166 0.05679280308021362
-4 -3.75 34 35 333.0653974081552 0.04722323951210683
-4 -3.75 35 36 308.7954406804668 0.03933429138135125
-4 -3.75 36 37 286.4900677134852 0.03283368541303844
-4 -3.75 37 38 265.9644859780171 0.02747295972631036
-4 -3.75 38 39 247.0548390151584 0.02305270296568551
-4 -3.75 39 40 229.6149558057758 0.01940506319647284
-4 -3.75 40 41 213.5142665560137 0.01638992718261534
-4 -3.75 41 42 198.6356536868668 0.01389340076789836
-4 -3.75 42 43 184.8740534414018 0.01182717199847616
-4 -3.75 43 44 172.1350665942246 0.01011725541738429
-4 -3.75 44 45 160.3337921359075 0.008698133555043341
-4 -3.75 45 46 149.3935085609674 0.007518328557353016
-4 -3.75 46 47 139.2447489221607 0.00653653497522555
-4 -3.75 47 48 129.8243404360388 0.005717764154269389
-4 -3.75 48 49 121.0748344681093 0.005030595088200585
-4 -3.75 49 50 112.9439835326745 0.00445299095520113
-4 -3.75 50 51 105.3841597321067 0.003965943727735066
-4 -3.75 51 52 98.35187842996923 0.003551148320525499
-4 -3.75 52 53 91.80748920373999 0.003201594470269242
-4 -3.75 53 54 85.71466189091731 0.003049617557195461
-4 -3.75 54 55 80.04011179708745 0.002982463136817159
-4 -3.75 55 56 74.75331228716331 0.002904666282304902
-4 -3.75 56 57 69.82388456319927 0.06840332757401768
-4 -3.75 57 58 65.23057810899708 0.0609229962347797
-4 -3.75 58 59 60.94708541474832 0.05425073530056324
-4 -3.75 59 60 56.95137169866275 0.04828731054620761
-4 -3.75 60 61 53.22310956591875 0.04295404982718765
-4 -3.75 61 62 49.74357199178097 0.03819876144576995
-4 -3.75 62 63 46.49544623912674 0.0339652080951609
-4 -3.75 63 64 43.46275278164066 0.03018452933552851
-4 -3.75 64 65 40.6307050904085 0.02680369805244709
-4 -3.75 65 66 37.98556316417306 0.02378134271934584
-4 -3.75 66 67 35.51457325489299 0.021081855498295
-4 -3.75 67 68 33.20592525403959 0.01867270762699036
-4 -3.75 68 69 31.0486651570242 0.01652280497635061
-4 -3.75 69 70 29.03257862207215 0.01460513708482125
-4 -3.75 70 71 27.14818627809843 0.01290123344046634
-4 -3.75 71 72 25.38668216923975 0.01138552203904553
-4 -3.75 72 73 23.73986706670339 0.01003548708874291
-4 -3.75 73 74 22.20011127135752 0.008835181973342543
-4 -3.75 74 75 20.76032762092162 0.007762894800130482
-4 -3.75 75 76 19.41394350602171 0.006803637670120821
-4 -3.75 76 77 18.15485331060258 0.005948266953275549
-4 -3.75 77 78 16.97732700907398 0.005190326836373771
-4 -3.75 78 79 15.8760051444038 0.004520575104431046
-4 -3.75 79 80 14.84588456758718 0.003927498448494049
-4 -3.75 80 81 13.88229161129895 0.003400162587301025
-4 -3.75 81 82 12.98088867127911 0.002934977721027465
-4 -3.75 82 83 12.13765929865689 0.002522164859358966
-4 -3.75 83 84 11.34884751321496 0.00215563540174557
-4 -3.75 84 85 10.61091554544323 0.001829636015244773
-4 -3.75 85 86 9.920545972793022 0.001543794234228457
-4 -3.75 86 87 9.27465116436262 0.001300342272157806
-4 -3.75 87 88 8.670369579052645 0.001252448797881556
-4 -3.75 88 89 8.105035107672412 0.001226168645560577
-4 -3.75 89 90 7.576151017037223 0.001201017004901495
-4 -3.75 90 91 7.081377066123359 0.001170612103155833
-4 -3.75 91 92 6.618496498591062 0.001140852371563028
-4 -3.75 92 93 6.185438227968074 0.001107057971077907
-4 -3.75 93 94 5.780288648331725 0.001066942507829793
-4 -3.75 94 95 5.401269297470813 0.001019820344853706
-4 -3.75 95 96 5.046725803790376 0.0009661855780036532
-4 -3.75 96 97 4.715093168686327 0.000927500184938701
-4 -3.75 97 98 4.404881858766284 0.000904430295316061
-4 -3.75 98 99 4.114701324841707 0.0008845133660058124
-4 -3.75 99 100 3.8432745649141 0.0008492805263924375
-3.75 -3.5 0.1 1 2431.056413523031 0.5568074040252213
-3.75 -3.5 1 2 27413.61856375971 19.77541455339815
